,sentiment,target,kfold
7637, harika film harika gerçekten harika kahkaha ati isim son final sahne düşün kisimlariyla kesinlikle kusur film özelik havlu sahne araba temizle sahne kahkaha gül kesinlikle kesinlikle izle,positive,3
7638, hayat izle kötü film biriydiefektler fiyasko film son sürpriz mi anla film basın son sik git para zaman yazık,negative,3
7639, eğlence ev gerçekten komikoyuncu kadro laf ol,positive,3
7640, öl abart film değ fena değ,positive,3
7641, sürükleyici değ sik,negative,3
7642, psikolojikgerilim film ol tür hoşlan sadet tavsiye ederimjohn cusackta film kariyer performans çikarmis,positive,3
7643, sanat eser,negative,3
7644, film etkile süper film,positive,3
7645, hayat film aglamamistim kesinlikle film ajitasyon özelik yönetmen bas karakter ölüm ani yansı hata kaçindigini göster son derece etki çarp film hala izle mi,positive,3
7646, sağ merak bekle film kesinlikle tavsiye et gör tarih itü trup stor gerçek hayat ilinti merak uyan tahmin et,positive,3
7647, film konu harika filmbenzerlerinden ayır fazla varklasik kare film degilayrica ver ders vale kesinlikle izle düşün,positive,3
7648, vinç düşünce kat,negative,3
7649, sinema tarih basari oyun birikim tabi mükemmel,positive,3
7650, abi dikkat bak dikkat bak mükemmel film SMILEYPOSITIVE çöz bil artık,positive,3
7651, başla son ayni derece getir beklenti alt film ol,negative,3
7652, milyonlarca dolar boş film yap su tip senaryo önem ver ol tom hans müthiş adam adam koy kamera ön izle kişilik gir muhteşem film,positive,3
7653, arkadaş ali hayal peşinde vur watcmen konu ara bel mesaj ver film iste film film izle zaman söyle söyle emek saygı para yazık,negative,3
7654, oyun kurgu fena senaryo kafa uy basit öykü katil son esrar kullan özen dil,negative,3
7655, oyun in senaryo iç gir,negative,3
7656, fazla not hak et film kevin balon performans süperötesi dram aksiyon harmanlandigi film sırf puan artvin ver,positive,3
7657, puan hakket bek fazla klasik film karsilasmalar güzel bas soygun ol adam son taraf ayni soygun devam et filmdiamp8593,positive,3
7658, izle kötü gol ol sölenemezyani fena,negative,3
7659, romantizm seks sahne ver komik değ son konu toparla basarmislar,negative,3
7660, mükemmel film duygulan,positive,3
7661, anlat iste konu yüzeysel anlatmiserkan can izle iç hüsran sahne vale film destekle rol almisbu küfür diyalog tv boy göster sinir,negative,3
7662, jack hit adam dök hala süper komedi,positive,3
7663, anlam berbat film izle yapım konu alaka seyir,negative,3
7664, film büyük beklenti özelik ayin konuş sahne dragon hatırla film hayvan konuş sahne olumsuz yön etkile film basit bak ol,negative,3
7665, sik film gece izle uyu garanti,negative,3
7666, komedi gül iste keyif izle,negative,3
7667, kalite yapım hayat izle kötü film,negative,3
7668, izle film düşük puan al anla zor başrol oyun,positive,3
7669, sıra üst süper ali izle,positive,3
7670, sinema tarih zaman yüzük kal film enfes oyun harika senaryo mükemmel yönetmen kusur başyapıt tom hans efsane çiplakligiyla orta çık film,positive,3
7671, eğlence baba çocuk yap olay güzel ailevi güzel film zaman bak sıkıl izle,positive,3
7672, türk sinema bekle filmlerdenmuhtesem final duygu yoğun oluş etkile film,positive,3
7673, izle kötü film film sik bayi geç kesinlikle tavsiye et,negative,3
7674, uyu iste git uyutmalikti sik boz berbat,negative,3
7675, film ol sinir hava hata beter matris görüntü film git film san hikayeci yar birik zıvana çek uzak dur zaman,negative,3
7676, aliye kardeş haklisinbenden saygı,positive,3
7677, film beğen söyleyebilirimmüziklerin hans lider önder yapildigimi söyle hak verirsinizfilmin baglantilarini yapmislarrobin dilim karakter yakismisiyi film,positive,3
7678, film televizyon çek bil olabilirmisdurgun aksiyon dinlendirici film ol film büyük bölüm sıkıl izle,negative,3
7679, gerilim filmiydiinsan koltuk rahat otur film izle,positive,3
7680, şimdiye izle vampir film film özelik antonio andreas izle tom cruise bad gerçekten mükemmel kesinlikle izle film,positive,3
7681, tiyatro tiyatro yap drama sanat film sev tarkovskynin hatır film maalesef puan ver çaba servet basın son dikkat izle maalesef kötü kötü kötü,negative,3
7682, saçma yaratık kombi düzel klasik ladin söyle gerçekten sinema seyirci ol lira film seyret vizyon korku film film bas,positive,3
7683, iste hayati film favori filmlerimdenkesinlikle etkile izle izle favori,positive,3
7684, gönder yap film çek san çürü sinema sanayi rezil ürün,negative,3
7685, film ara bul seyret,negative,3
7686, inanılmaz eğlence film gerçekten fazla birey bekle git parti karsiligini ali ol çikacaksiniz salon,positive,3
7687, film büyük heyecan girdi büyük heyecan devam et filmsonrasinda bekle gerilim hikaye anlat terzi bulmadigimi farketimfilmde eksik vardiolmasaymis süper film ol,positive,3
7688, muhteşem başyapıt müzik mel gibson harika,positive,3
7689, sakin oyun aldanış film gitmeyinkonusu ol saçma sap film oyun film izle utanmiyorlarmi kot film içeri yer al,negative,3
7690, bil rutin korku film isteefektlerle korkut alisa film hoslanmadigim hoşlan,negative,3
7691, hile ara bulamazsinizçünkü dikkat bak bil kan istiyorsunuzhenüz alkislamazsiniz et yeterli geri getir gerekirdikatli bak abra,positive,3
7692, arkadaş film izle zaman kaybetmeyinnicolas cage in oyun birey gerçekten berbat senaryo sik filmsaygilarimla,negative,3
7693, zor film üçle çek görün film seri film yan yakismamis,negative,3
7694, karantina artık film çek bil galiba artık birik is berbat film mi ol film ayni yap çalismislar film izle galiba karantina artık tatantinonun film git sinema ölüm geçir giyim berbat,negative,3
7695, son derece geveze sıra film yönetmen taner film akilanmis ol keyif bush horla ret dragon film imza ati,negative,3
7696, ders film leke kate beckinsalein muhteşem performans gerilim heyecan ara sene seyret korkugerilim film son dönem vizyon gir sik korku film anket numara,positive,3
7697, film boyunca sikildimgerilim başla bitiyorsürükleyicilikte oksit bildiri sahne amirlik vermislertenslaher tez olmamisbunun tür bul,negative,3
7698, yasin hayli mum ara film hüsran uğra güzel hikaye bulabilirlerdisinemada izle,negative,3
7699, hayat sik nadir film,negative,3
7700, film genel olarakçok eğlence ilerle an gel kesinlikle izle puan haketigini düşün,positive,3
7701, basın son güzeldiolaylarin anlat iste bilim böle filimizlemekle yap ol,positive,3
7702, beklenti uzak kedi beqnmedn,negative,3
7703, ti film sev ol film ümit al hüsran uğra sap ol,negative,3
7704, fil basari bulmadimfilimin konu güzel isle gitmediinsanlar tarz film ters köse yitir sasirtici son bit bekle ol fil izle sikildimfilimden beklenti yüksek tut,negative,3
7705, başyapıt hak yaz söyle müthiş animasyon film aslan kral,positive,3
7706, hayat izle berbat film berbat,negative,3
7707, sahan in film güzel,negative,3
7708, güzel besle film merak uyan film son olay başla film orta saçmala besle puan,negative,3
7709, 1408i bugün izle basari buldumsamuel jackson rol lig say john sus harika yarat seyret değer arkadaş,positive,3
7710, geçen yıl america adam mö film sat ayır dil büyük hayal yaptimbu sene ayni hata düş,negative,3
7711, fragman nicholas in kurban ol film yakistiramadim cage hayal lirik film girik son kabus,negative,3
7712, mükemeldimuhtesem ask hikaye etkileyicimutlaka izle,positive,3
7713, cem davran seç,negative,3
7714, bay boş vakit izlenilebilirben izle ger korktumyavan film,positive,3
7715, arka bilet al gel giyim gerçekten müthiş film özelik varis soluk sol öl parçala kani portal rengarenk yap japon korku sev ger iste mutlaka git,positive,3
7716, hüsran ol peker açıkalın kredi destek tüketim film muhtemelen sinir,negative,3
7717, bakım basit gün korku film ara sivril blair cadı kıyas kesinlikle berbat ol boş film ger korkut,negative,3
7718, etkile korkunç ger film değ yazık beğen,negative,3
7719, film düz izle santim olduimdb puan bak büyük beklenti iç gir beğen söyleyebilirimcok zekice güzel başla film amaç uzaklaş sik,negative,3
7720, sim film anla film izle kahretimuykularim kati film kaç yer zor güldümbosuna para harcamislarbence film iç bula izle film film puan bekle 100,negative,3
7721, hayat film etkile hata film çiktigimda kaç sat gel kurgu oyun senaryo mekan seçim ses film türk sinema film ispatladigina inan ayni kalite film sabir bekle,positive,3
7722, al ask cengiz küçükayvaz film çevir,negative,3
7723, kan vahşet kavmi dünya gel geçmiş azim katil barbarligin kitabi yaz kaos erlerionlar sene geri takip et teknoloji film sirinlestirilmis haber gör,negative,3
7724, beğen hayal kirikligibana zaman kayıp ol,negative,3
7725, güzel olmusayrica film idman duy itici sempati dönüstürmüslerikinci film üzer birinci etki yarat film izle maria gir ol bek oyun kabiliyet film herze harika,positive,3
7726, arka yasla keyif baki,positive,3
7727, berbat iğrenç kötü sıfat film söylenebilirfilmin tür bel deli cd erotik yas ali ergenlik atina gir erkek çocuk american pir tarz cd golf grek bahset izle mide bulandirici,negative,3
7728, gitmeyinçok kötü filo medya sene gel herze abart zatençagan ırmak yakismamishayal kirikligiayirdigim zaman para yazık ol,negative,3
7729, adapazarı hayat bol insan ayas sarhoş be film yap ol bel tavsiye et,negative,3
7730, film anlam fiyasko cage tur saçma film oyna anlamiyorumheralde para,negative,3
7731, film kötü arkadaş tavsiye et al anlam hayal kirikligina ugradimfilm bitim dedimleonardo kariyer yazık et yalan üst film ol,negative,3
7732, izle son izle merak et saçmala ejderha gel as arkadaş dragon bal bil film izle herhalde amerikan pasta tarz film jan yun kat ta kaplan ejderha alaka,negative,3
7733, zaman duygu yoğun yasamamistimgerçekten insani göz yas tut zor film izlerkenemegi geçen teşekkür,positive,3
7734, kahraman amerikalı sefer dünya kurtar,negative,3
7735, vasat film seyirci heyecan ver aksiyon sahne fazla değ topla film ver sahne bide devam çek imza bırak,negative,3
7736, film beğen sanat özenti taklit kişi söz aldan film durağan sik paralizi zemin borsa harca,negative,3
7737, sürpriz dolu film son güzel sasirtici jet dök,positive,3
7738, özgür basit alt sev kedi intikal al yürek özgür kavuş halk tabi güzel film ol söyle arşiv,positive,3
7739, kelime muhtesem94te sinema gel zaman git gitimmüziklerde harika hüzün verici,positive,3
7740, cüneyt erkin film alay edip film begenenenin mantık açıkla yabancı özenti olabilirverdigim puan film kalite görsel senaryo oyun seçim son derece kötü,negative,3
7741, özel film,positive,3
7742, film güzel özelik şafak sezer güzel oyna ırak,positive,3
7743, sina izle vasat film,negative,3
7744, kötü ol tahmin et dayanamadimfazla aksiyon,negative,3
7745, harika öykü sok et yorum birik,positive,3
7746, git para zaman yan sinir yazık ol,negative,3
7747, göz bekle um bekle karsu,positive,3
7748, fantastik film sikilacagimi düşün izle ara ara uyukla el malzeme sahne fil yap uyu çocuk hayli hayli uyu,negative,3
7749, berbat film emek saygı falan duy gerçekten borsa vakit kayıp sinir boz film,negative,3
7750, açikcasi yasama güzel masal dinle izle puan helal ol,positive,3
7751, mide bulandirici pornografi film müzik cisim ailece izle film,negative,3
7752, süper filmdifarkli konu ara müthiş seçenek,positive,3
7753, batman in film harika hak et süper film puan ol,positive,3
7754, türk sinema geliş iste film film yap izle aldat,negative,3
7755, basit konukaliteli oyun,negative,3
7756, harika kesinlikle tavsiye et süper film kadro numara,positive,3
7757, müthiş film harika serseri izle güzel film film anla çakan ırmak müthiş film izle yemin etiket tekindor türkiye aktör film bira saye duygu ol kesinlikle izle,positive,3
7758, artık dizi çek şafak sezer film bit,negative,3
7759, film fragman müthiş film korkunç sahne fragman gösteriliyohiç ürküt,negative,3
7760, duygu sömürü başka birey nobel süre film son bel klasik türk yar iste particilik sifirartik değişik yapım gör istiyoruzörnek anestezi yasa sil bas,negative,3
7761, vasat film sahne ilgi çekici dil air ilerle deprem hava filmdekurtlar ol hepten çek ol herhalde sinema izle kesinlikle,negative,3
7762, anlat yasa film sefer izle gayret et izle vay hal,positive,3
7763, film dans boy hakaret,negative,3
7764, izle türk film biriydiinsani anlat gül ayni zaman daye beğen,positive,3
7765, korku film özel ilgi kesinlikle gitmeyingitmeye kalkisanlarida uyar amir doz ani ses efekt yükle korkut alisa film,negative,3
7766, kelime süper,positive,3
7767, hayati ta kendisiömrüm boyunca izle sikilmayacaim sik gün öl ol nitelen yasa filmforest la jen ask büyük sakin yasa ver,positive,3
7768, film iste git zor kal son yular gör kötü film nicolas cage film oyna bul hala anlam oyun yakistiramadim zaman paralizi borsa harca başka birey,negative,3
7769, film anla gel saime aciz,negative,3
7770, kötü anlam zedele kötü film aylin popo film kesinlikle kurtar film yorum yaz zaman yaz,negative,3
7771, film ol sinema gel sakin vakit harca izle dvd bulamadiginizda is yara,negative,3
7772, son zaman izle güzel etkile film kalite ödün ver mutlaka izle,positive,3
7773, islamiyet dil anlat filmözelikle hamza rol anthony muin basari performans göstermistekrar tekrar izle sikilmayacaginiz film,positive,3
7774, the ilusionist tarz müthiş film son sok et basın son keyif izle bale jackson cin is çikarmislar tabi yönetmen muhakkak izle film,positive,3
7775, fiyasko dakika konu sırf film yap dakika çek kesinlikle tavsiye et,negative,3
7776, oyun gerçekten mükemeldifilme gel sürükleyici konu sıkıl izle film toplam 125 dakika gizli geliş uzun yap film side çık,positive,3
7777, kötü anla ocean12ocean13 seri film bad george clooney gerçekten berbat yap çeliş anla yabancı film beyeniyoki merak et,negative,3
7778, objektif gerçek ayna film ol islami film ol kar izle an sik izle film ol düşün tavsiye et,positive,3
7779, vakit kayıp film izle kork iste son bölüm izle kapa aksi takdirde film izle,negative,3
7780, mükemmel um cani ülke bok çukur iç düş um vatani kimya oyna kalk kork anla anla,positive,3
7781, kesinlikle izle mükemmel öte film korku dram gerilim psikoloji ara tom cruise un performans harika bad putin izle kaçirilmamasi arşiv film,positive,3
7782, film kötü git sine izle,positive,3
7783, beğen ol hayati boyunca sinema ön geç,positive,3
7784, rezalet basit çocuk yapilmis film say puan,negative,3
7785, oyun dön güzel anlat film güzel dilim ver anlat gerçek,negative,3
7786, asla korku film degildigerilimde degildisadece mide bulan birey vardikonusu dikkat çekici ilginç mide bulandiriyo,negative,3
7787, tahmin yap arkadaş film izle üzer al basari ol oku,negative,3
7788, ikinci bolu hafta film basit bel son bel ol ol ol konu son cikabilrdi becer,negative,3
7789, insan film izle öl,positive,3
7790, yar the mega an film çevril am levent konu seyirci iç hapset an sok merak unsur ustaca kullan film ol il smith harika film gerçekten ger sadet tavsiye et,positive,3
7791, film güzel oyun performans değ hollywood oyun oscar kazan sar kork duygu aktar yetersiz jest mimik dikkat çek,positive,3
7792, film puan gerçekten fazla güzel film,negative,3
7793, güzel filmdiçok çek konu degisikhep ayni tür film izle sıkıl tavsiye et,positive,3
7794, el amca gerçekten yönetmen ol göster is asli atalet bayrak adli film son ayni konu japon göz yaklaş duygu sosyal çöküntü yansı ilgi çekici demokratik ol izle üzer,positive,3
7795, konu ol fil ayni ol nitelik serseri fark güzel filan kısa gel izle doyamadigimdan bit,positive,3
7796, üz vallahi bilahidehem izle he say midyat hollywood yildizlarinin para çık üz alaçık basari bul gül sahne mola ver,negative,3
7797, zaman kayıp adam surat ter başka birey göster sik film kesinlikle öner,negative,3
7798, komik bisiklet yarisçilarini geç haham,positive,3
7799, türk zaman durgun film yap amerikan özenti film yap vazgeç,negative,3
7800, gerçekten insani hayati değiş tür film hane oyun kanitladigi film,positive,3
7801, arkadaş kitabi okuyan sakin ol izle hata düş sinema uyuyacaginiza ev güzel uyku çekin,negative,3
7802, kubilay halk kahraman ol gerçek film izle kötü hata berbat öte ol gerçek değiş izle kesinlikle zaman kayıp para kayıp,negative,3
7803, güzel anlat türkiye gelecek dakika ders dile oran türkiye benzer ileri git çocuklarimizi torunlarimizi ülke terk et bura san zor kal,positive,3
7804, sik artık sırf kar amal çek yeter artık millet bit harp peter saçmaligindan,negative,3
7805, yasa zevk al istisna forest grup dusunmeyi gren,positive,3
7806, film yeni yer güzel kulanilabilirdibu film güzel ol benze yeni rol otur genel yeni sev SMILEYPOSITIVE,positive,3
7807, site puanla etki beklenti yüksek hayal kirikligina ugradimoyunculuk kötü benceböyle yap yakistiramadim,negative,3
7808, güzel film sinema bileda izle film oyun performans gerçekten değer,positive,3
7809, vasat nicolas cage adam film oyna bekle,negative,3
7810, an garciaya bayi film gerçekten sik kaç son izle balistik gerçekten sik,negative,3
7811, acayip derece saçma güzel ol,negative,3
7812, güzel film etkile yapıt,positive,3
7813, sahne mi oyna oyun kart,positive,3
7814, film kelime mükemmel,positive,3
7815, bit iste film dahaçok süper film güzel ol robert ciro oyna düşün,positive,3
7816, gerçekten kötü film dramaturji açı rezalet die poster kötü oyna,negative,3
7817, fazlasıyla sik film,negative,3
7818, tüy ürpertici,positive,3
7819,,negative,3
7820, insan yasama iste ver güzelikkelimelerle anlat,positive,3
7821, irade gerilim film film etkile ol buçuk etken john cuasck un oyunculuguben beğen tavsiye et,positive,3
7822, saçma film çöp at zaman izle beyhan insani silah vuru sahne çıkar karina iste filmisterseniz git,negative,3
7823, süper psikolojik gerilim film gerilim film etkile izle kork çiğ at ol ver para git,positive,3
7824, kan sev izle tekrar katliam tür favori,positive,3
7825, birey bulamadigim nadir film ol bil konu artık isle konu anlatilis oyun eleştiri yorum bırak oynayislari birey gerçekten izle,positive,3
7826, fazla uzun uzun anlat yetersiz film,negative,3
7827, güzel film benze kesinlikle gidi disney film güzel fragman bel anlat sinir izle hayal kirikligina ugratmayacagini bil inan,positive,3
7828, film lig puan abartilmis film güzel değ,negative,3
7829, ol ol oscar aday göster film be vay vay,negative,3
7830, bugün izle smith basın kusur oyun sergilemisgüzel yapım film konu il smith,positive,3
7831, hala izle kaç izle bayi unut lira dizi yapım kült deyi bas yapıt deyi kilometre tabi deyi kelime yetersiz kadir,positive,3
7832, film resmen izle kafa bul film amaç boş çalış ol amerikan cıa yetkili isilik algıla kapasite borsa git george clooney in icat mide kalk,negative,3
7833, komik he hüzün film,positive,3
7834, sakin para ver izle kalk vakit kayıp seviye film üzer ver mümkün ol,negative,3
7835, türkiye gösterim asil güzel sahne kesilmisorjinali güzelim amatörce tras et,negative,3
7836, gün film izle film izle gerçekten berbat öte reklam afis inan giyim,negative,3
7837, sahne anlat başla film izle tekrar izle film kötü yorum hak et erkek sik ol film sonuç erkek kadın ol akis anlat,positive,3
7838, dev oyun yer lig tema güç şekil ver ötürü kal filmmüjdat gez oyun vurgu seyredioruzbence sinema tv film ol,negative,3
7839, film yarı howard ol,negative,3
7840, şeytan çık artık sik,negative,3
7841, film jet isim he film film isim muhteşem destan özelik dövüş sahne inanılmaz güzel,positive,3
7842, harika film seyirci iste bit son büyük sürpriz ol,positive,3
7843, hayat gör endam film,negative,3
7844, gerilim seviye yüksek gerçektenilk isim pornografik erotik sahne içer ayricaaileyle seyret tarz film,positive,3
7845, kelime berbat,negative,3
7846, film üzer ver film son harika film heyecan sahne derece film sik yapiyordurgun gerilim hoslaniyorsaniz git,negative,3
7847, hayat izle kötü filmbasindan son rezalet mola çık düşün yaniverdigim para aciz tavsiye et para yazikküfürün para,negative,3
7848, ay gösterim gir bekle kelime mükemmel film konu oyun muhteşem kesinlikle izle,positive,3
7849, muhteseminsanin doy bil basari arzu vetire his gösteriyorizleyip ders al lazimsaygilarimla,positive,3
7850, emre altuğ komedi oyun türk film hakket,negative,3
7851, maalesef sefer ol seri seyret seri durgun ol heyecan fantastik birey yoktudiger seri alismistik heyecan korku merak seri açikcasi arkadaslarimi bay siktiumarim son seri mükemmel ol,negative,3
7852, mekan fena oyun kelime et hadim muhteşem makyaj kostüm müthiş film kötü sik kork baba oğul para kazan çakan ırmak basari yakaladigi film analiz et ariya kaç ol,negative,3
7853, senaryo kurgu görüntü çekim oyun duygu sömürü son zaman izle kötü film,negative,3
7854, film yapım aşama internet gezin film film ara ara bak saçma sap film cinsel fazla güya korku film,negative,3
7855, mükemmel film,positive,3
7856, güzel isle senaryo il smith alisilmisin dil çek kars sahne aksiyon sever yakala bob marley parça güzel,positive,3
7857, rezalet son ol ol insan ahmak ol,negative,3
7858, usta oyun kucak dünya tur son zaman sıkıl izle nadir film,positive,3
7859, yan oyna gençlik film olmuyorbenim bas kaybet film genç gözük bülbül ekle sivilce rahat et kötü amerikan gençlik film,negative,3
7860, vala sıra film parti yabancı millet ask sevgi olay türlü anla tersyilbasi kutla ora fark insan ol umursa davran fark geliyorbilmiyorum fazla tut film,negative,3
7861, film sürükleyici mutlu son gerçekten keyif ver,positive,3
7862, dostluk sanat müzik falan güzel film gerçekten duraganamaç uğur yap fedakarlık konu güzel islenebilirdiüzgünüm geçir zaman aciz,negative,3
7863, kesinlikle kötü film hakket,negative,3
7864, film gerçekten bekle düzey değ yap genel güzel tebrik,positive,3
7865, güzel film,positive,3
7866, yönetmen senarist film takim geri fazla al giyim film harca zaman na mi para mi bil,negative,3
7867, tempo gizli özel film sefer yuh ol alamadimseviyorum film,positive,3
7868, heyecan din film kap film bitim yor hisset animasyon tekne müzik berlin yol müthiş,positive,3
7869, kötü filmdioyunculuk ol senaryo ol etkilemedibelkide film bekle um bulamadimbabam oğul ah ah artık film izle karsilastiriyorum,negative,3
7870, hayat izle güzel film beğen özelik film jack nicholas morgan ferman la yap ol uyum,positive,3
7871, değişik film ilginç bulmustumyanilmiyorsam bad tom cruise film rol razi awardsda kötü oyun kategori aday göster,positive,3
7872, kötü film konu film yap saçma film yap ol yap film,negative,3
7873, fragman sahne besle dolu dolu kısa süre boz etki yarat izle üstündesikici,negative,3
7874, basit filminsanin mide bulan sahne,negative,3
7875, inan absürt bilimkurgu saçmaligi tl ver nispeten ikinci fiyasko,negative,3
7876, izle yeni yeni bul film izle kork yeni çık aptal hisset,positive,3
7877, son baba sinir buçuk beğen eski baba sinir film güzel eski baba sinir film güzel devam getir köz film,negative,3
7878, george clooney harika film oyun kadro gerçekten müthiş düşük puan gör gerçekten hayal kirikligina uğra film harika,positive,3
7879, dev isim buluş harika film oyun söyle ol kesin film konu harika ver mesaj harika izle geç,positive,3
7880, kesinlikle kötü izle sik,negative,3
7881, abd uyguladigi siret anlam yansı izle filmsinemayi aksiyon ol düşün toplumsal gerçek izle,positive,3
7882, yer gez oyun saçma sap manasız senaryo adam ardından ye ol iste,negative,3
7883, film fevkalade korkunç güzel üstelik çak jim cari film ol film izle mi film başla sakinlestiricinizi al unut sokak adam topla lira ver oyna,negative,3
7884, harika film izle konu değişik çokfarkli yapıt izle pişman ol,positive,3
7885, film kaç sahne dil kal bölüm son derece air sik geç hareket uza ol komedi dramatize içer cem yılmaz yakış derece basari film ol harcadiginiz para zaman kesinlikle kayıp,negative,3
7886, komik sahne dil üzer konuş birey boş zemin dol git film,negative,3
7887, harika film ol adam film ol kesin izle,positive,3
7888, bende güzel film izle insani ger film kötü anla kötü,positive,3
7889, film güzel oyun desen gün film in boş sokak enerji içecek iç san sol sal virüs kurban tur kombi bil ol air çekim hareket et,positive,3
7890, film berbat iltifat ol berbat ol çaba ol,negative,3
7891, kötü film yar dayan,negative,3
7892, film kaç gün izle beğen,positive,3
7893, berbat romantik komedi izle ask sari basit değer film kesinlikle izle,negative,3
7894, film yapilmis hadi yap nicholas gaye film oyna saçmalık sinema ad film izle dvd direk çöp ati,negative,3
7895, kedi fare SMILEYPOSITIVE kazan avukat tökezliyoranthony hopkins basa çık kolay mi yar film kaçır,positive,3
7896, nicolas cage film oynadigina inanamiyorumfilmde olay aciklanmiyor konu bekle dilgercekten kot film,negative,3
7897, güzel izle film türkiye rekor kira saçma film güzel izle,positive,3
7898, tarif et kötü filmsenaryodaki boşluk amir absürt sar açikçasifilmi beğen arkadaş zevk saygı duy puan film,negative,3
7899, film konu korku vizyon gir eğlence film komik korkunç,negative,3
7900, film izle gerçekten güzel fil film güzel ol,positive,3
7901, film izle dikkat et gözle dol güzel film,positive,3
7902, hayat berbat saçma film izle izle zaman kaybet,negative,3
7903, etkile oyun illüzyon gösteri numara the ilusionistle ayni zaman iktidar güzel izle,positive,3
7904, tür müthiş film anlam vahşet içer,positive,3
7905, mantık akıl hitap et taraf yokyabanci film cinsel iste saçma şekil sergile calismislarvaktinize para yazık,negative,3
7906, sırf ölüm sahne git yazık ol sahne kes si vasat film,negative,3
7907, ayni konu karbon kadit tarz film amerikalı üzer birey ekle oyun değiş sun,negative,3
7908, kelime mükemmel yapıt geri bırak,positive,3
7909, tom hans film forest grup yeşil yol er yan,positive,3
7910, film izle uyuz ol teknoloji bol para ev hüsrannerdesin tim butto ev michael keatonfilmin son yar etki al nedensebakiyorum hala hala film bit mi,negative,3
7911, basari film baslangici aksiyon sahne daniel cari hüner göster yön basari,positive,3
7912, hayat isle saçma konu ol bel ol berbat türk fil,negative,3
7913, süper film akis ısrar tavsiye et,positive,3
7914, yapilmis film sırf yapilmis git film bil beğen,negative,3
7915, film gerçekten güzel komik böle film sun teşekkür SMILEYPOSITIVE,negative,3
7916, türkiye gösterim gir mi,negative,3
7917, vakit geçir pazar gün televizyon film tat ol selam puan hakket civar birey ol çek basit ön plan ver,negative,3
7918, klasik karantina saçmaligifilmin yönetmen rodriguez sahne diyalog bariz karantina etki gözlemle maalesef film absürdgereksiz film liste bas oturuyorharcanan para yazık,negative,3
7919, tipik propaganda film izle cani sik,negative,3
7920, numara başka birey masalsı gusül film izle mutlaka,positive,3
7921, kelime kült film söyle ol film,positive,3
7922, prestij tepki sihirbaz seğir izle senaryo kurgu harika yapım gerçekten izle,positive,3
7923, vasat birik,negative,3
7924, bak bak berbat yapım kars gazete bedava ver alın film puan,negative,3
7925, bil garfieldla alaka yokçocuklarim sikildiksadece boyut git film degilparaniza yazikgörsel bakım güzel ol konu film seyret kilmaztercih beğen,negative,3
7926, koli kardeş yapım film usta oyun yapıt çık inanilmazberbat yazık ol,negative,3
7927, zaman kayıp bağla laik göster ol bel,negative,3
7928, durağan film ol basari cinayet açıkla film sonuç tatmin et degildifilmden akıl kal hopkins basari performans ol,positive,3
7929, film basit gel git iste kesinlikle vazgeç öner,negative,3
7930, türk sinema geliş soru cevabi film testere,negative,3
7931, kitabi oku sinir etki film son derece bul beğen poster merkez soru söyle arkadaslarimin tavsiye uy iste film mutlaka izle seyir,positive,3
7932, film etkile değ basit avrupa film dur müzik müzik iste film izle değer kal,negative,3
7933, güzel filmdiizlerken zevk lig film tanesiama jet gerçekten dövüsçüzaten sefer film göster film şekil yapmisizlenmesini öner,positive,3
7934, film gerçekten müthistiolaganüstüydübaba okul et isle filmçagan ırmak oyun kadro tebrik et,positive,3
7935, john kötü film seçim,negative,3
7936, beğen,negative,3
7937, kurt vadi koro film latin siyasi dizi,positive,3
7938, vasat film film si gerçekten eğlence klasik amerikan vaka eğlence dolu ver,negative,3
7939, film kötüle anla bas son sürükleyici söz hak et izle aksiyon film kesinlikle izle oyun senaryo sürüklüyeciligi süper kaç sahne abart yakismis,positive,3
7940, otur hayat senaryo basit hikaye yaz müzik hak zer bilgi ol not uzman kes tip film as film duy bak gör anla anla,positive,3
7941, bekle film ol fazla aksiyon adam film basın son konuş,negative,3
7942, rekabet film izle numara film,positive,3
7943, mide bulan başka etki yap garip film olay gerçekten ol ol can sinan durum,negative,3
7944, film beğen ver öte abigail breslinolive gerçek vardiçok sek filmdeonun ol sahne ayrı sempati besle oliver,positive,3
7945, rezalet film izle izle düşün,negative,3
7946, anlam film ol katil psikoloji güzel ol film berbat,positive,3
7947, aksiyon bol film ol bekle 142 dakika boyunca yer yer sikildikkonu itibari fena sinema izle film degilyapacak is git,negative,3
7948, hayalkirikligi yasa bil konu ver yar vampirzombi hikaye sok başla artık ver para aciz,negative,3
7949, puan partili bul uygun,negative,3
7950, rezalet film zaman yazık,negative,3
7951, dram mi korku orta film,negative,3
7952, kelime anlam vasat,negative,3
7953, büyük umut giyim hayal kirikligina uğra,negative,3
7954, film vasat film karsilastiracak ol mahsun film kat sırf cem yılmaz performans git sener sene rol yakistiramadim yavuz turgut film yönetim basit gel,negative,3
7955, arkadaş film gerçekten birinci berbat film hüsran vakit öl film film sahne bekle film film ara bagdastiramamislar kesinlikle tavsiye et,negative,3
7956, film hava ikinci film yakala efekt filan güzel konu yavan kal yan tempo düşük beğen ikinci kesim tempo art,negative,3
7957, kişilik dev kadrosmith basın dök uçuk bilimkurgu hüngür hüngür dramkaranligi aydınlat,positive,3
7958, of çocuksu film,negative,3
7959, değişik film izle,positive,3
