sentiment,target
tam bir komedi izleyin bence süper bir film asla pes etmemekte filmin ögretici yani .,positive
bu filmi herhalde kaç kez izlersem izleyeyim ayni tepkiyi veririm.aglarken bi anda güldüren sora tekrar aglatan ama aglattigi için güzel degil her seyiyle muhtesem bi film görüyosunuz karsinizda.oyunculari ise hepsi birbirinden iyi.hangisi en iyi karar veremiyosunuz!.,positive
"every man dies, not every man really lives! .",positive
"orijinal versiyonu seyretmedim, ancak bu yeniden çevrim iyidi....",positive
"küçükken sinemada izledigim bi film kesinlikle mükemmeldi,duygusaldi.",positive
bunun gibi onlarca film var :@ tamami ile reklam bombardimani yapiliyor oyuna gelmeyin onlarca film var bunun gibi..,negative
"çok fazla eglenceli bir romantik-komedi idi. en fazla gösterimde kalan, filmlerden birisi ayrica....",positive
az önce izledim filmi çok komik bir film önceki filmlerindende belli herkese tavsiye ederim.,positive
cok sikici bir film. baleden igrendim portman dan nefret ettim..,negative
kesinlikle sikici film. zaten %70 konusmadan gecen bir film. benim puanim .,negative
film çok çok iyi ve kadro süper kesinllikle tavsiyemdir.bence kaçirmayin bu film mükemmel...........,positive
ben bu filmi imdb puani için izlemedim.. pulp fiction oldugu için izledim yillar yillar evvel...,positive
gelmis geçmis en iyi filmimiz.hem aglatan hem güldüren böyle bir film daha yok sinemamizda.bu filmi için emegi geçen herkesi kutluyorum.bu oscari kesinlikle hak etmisti....,positive
anlik verdigimiz kararlarin ve fazladan ya da eksik attigimiz bir adimin hayatimiza ne kadar farkli yön verebilecegini muhtesem kurgusuyla bizlere anlatan bir film. hayran kaldim. kesinlikle favori filmlerim arasina girdi... bence mutlaka izlemelisiniz....,positive
are you watching closely ?. . bu sözü hiç unutmayin.....,positive
"bilet kuyrugunda bi anda karar verip gittigim bi filmdi...iyikide gitmisim akici,kafa karistiran,düsündüren,dikkati ayakta tutan iyi bi filmdi..ama bi bas yapitti diyemem...bu arada oyuncularida ayakta alkislamak lazim...vakti olan herkese tavsiye ederim.",positive
hayal kirikligindan baska bir sey degil..hiç bir sey yoookk..booos...,negative
"filmin sonunda mükemmel bi ders veriliyo. ""mutluluk sadece paylasildigi zaman gerçektir."" bunun üstüne konusmak olmaz....",positive
bu tarz film çok oldugu halde israrla ayni konu seçilip bu kadar iyi film yapilabilirdi..tüm ekibe (basta will smith) bravo.,positive
"süper bir filmdi , seyrettigim en güzel romantik filmeler arasinda ilk 5e girdi.herkese tavsiye ederim....",positive
arkadaslar muhakkak izlemeniz gereken bir film bir insanin kendi kariyerini ve hayatini hice sayarak nasil dogruyu ve hakli olani korumaya calistigini goreceksiniz..,positive
harika ötesi süper bir film will smith yine basarmis. hayranlarina önerilirbence çok gözell herkes gitsin.,positive
"bu konudaki filmler içindeki en iyisi,fakat sonu çok etkisiz.",positive
"harika bir filmdi. oyuncular tüm duygulari, çok abartisiz ve dogal bir sekilde yansitmislar.. gerçek oyuncularla çalisilinca demek çok güzel filmler ortaya çikabiliyormus, defalarca izleyebilecegim bir film..",positive
harika tarantino filmlerinden birtanesi çok güzel ...,positive
hayatimda izledigim en güzel filmlerden bi tanesi.. müzigin görsellikten çok daha öte bir duygusal kipirti yaratacaginin en güzel kaniti.. kesinlikle tavsiye ediyorum..,positive
tek kelimeyle mide bulandirici bir film..,negative
bizler ne türk yapimi filmler izledik böle gereksiz kopyalar cok gereksiz!! türk yapimi filmlerden sogutan türden,negative
film mükemmeldi izlemeyen varsa mutlaka izlesin özellikle çoçuklarin oyunculuklarina bayildim resmen...,negative
filmin o muhtesem sonunu bilmeme ragmen yinede müthis bir zevk aldim filmden.film hikayesi ile o sonu unutturdu bana adeta ve saki önceden duymamisim gibi soke ugradim.harika bir film.mutlaka izleyin!.,positive
"ne diyebilirim ki müthis bir yasam öyküsü. izlenmesi gereken harika bir film. tom hanks rolünün hakkini öyle iyi veriyor ki görseniz onu gerçekten aptal zannedersiniz. hanks'in oyunculuguyla göz kamastirdigi, anlamli bir film. izlemezseniz çok sey kaçirirsiniz..",positive
geçmiste bunun ayni konusuna ait bi film izlemistim. senaryo ve kurgu için hiç kasmaya gerek yok eger böyle bi film yapacaksaniz çünkü geçmiste inanilmaz çok örnekleri var.. vasatinda altindaydi hersey çalinti.. .,negative
güzel bir belgesel ama gerçekten bir film izlemek istiyorsaniz baska filmlere bakmalisiniz..,negative
sahan in filmi bile bundan daha güzeldi...,negative
tam bir fiyasko çok yazik oldu .... 1 sene sonra görürsünüz tv ye düser bu filim ...çok agir bir senaryo....,negative
kendini izlettiriyor .,positive
komik ve hüzünlü bir film.. .  ayrica hayal ürünü diyen arkadaslara söylemek istdigim sey; bana gerçek kaç tane film sayabilirsniz?.,positive
"oldukça basarili bir yapim hiz kesmeyen... gerçek hayat hikayesi olusuda renk katmis. tavsiye ederim. ....... hayat oyununda,seyirci koltuklarina heves etme.. sahneye çikmaya çalis",positive
igrenç ötesi bir film... paraniza yazik bence.. tavsiye etmem kesinlikle....,negative
beklentileri karsilamayan bir film....sonu büyük bir hayal kirikligi...nicolas cage nasil bu filmde oynamayi kabul etmis ki?.,negative
"film gerçekten çok sikiciydi ,puani çok fazla ve gereksiz bir uzunlugu var....",negative
bence gayet güzel bi bilimkurgu filmi olmus vizyondaki filmler arasinda görülmeye en deger film.,positive
"çok banal bir senaryo , ancak çocuklar için eglenceli olabilir..",negative
"çok kötü olmamis fakat iyide olmamis..can sikintisini geçirebilecek bir flim fakat , bende hiçbir etki birakmadi.olmamis daha güzel yapilsaymis etkileyici olurdu....",negative
"öncelikle sunu söyliyeyim film hiç güzel degildi ne korku ne gerilim vardi filmin çekildigi yillina göre de olsa biraz daha iyi beklerdim senaryo güzel ama sonu hiç güzel degildi bence, suspiria nin bi tek goblins müzigini begendim diye bilirim.... .",negative
bu film üzerine ne söylenebilirki muhtesem ...mel gibson muhtesem hala severek sikilmadan izliyorum !.,positive
hayatim da böyle berbat film izlemedim filmin fragmaninda ne görüyorsaniz o baska da bisey yok.sakin gitmeyin gidenleri uyarin cidden yazik verdigim paraya .,negative
kesinlikle bu yilin en iyi filmlerinden biri hem kousu hen kurgusu herseyiyle iyi bir film filmi izledigim zaman aklima heme dunyaca unlu sihirbaz (yanlis yazabilirim) davit capirfield aklima geldi,positive
bu film gerçekten çok kötüydü..korku deseniz yok..gülmek deseniz o da yok..peki ne var'ben cevabini bulamadim..açikçasi büyü bence okuldan daha fazla puani hakkediyor...,negative
tek kelimeyle facia.yok sunlar böyle bunlar böyle diye yabanci filmleri kötüleyeklerine böyle lüzumsuz film yapmayi kessinler bu filme harcanan parayi hayir islesinler mesela böbrek vakfina.,negative
"bu filmnasil 6,9 puan almis anlamiyorum.inanilmaz kötü bir senaryo...sirf bu zamanda para kazanmak için yailan yazik bir film. söyliyecek hiçbirsey buamiyorum....",negative
"izleyicileri klise senaryolarla bogmak yerine daha yenilikçi , özgün, beyin firtinasi yaratan senaryolarla olusturulmus filmler koysaniz keske...",negative
bu oscari almak için escinsel yada yahudi soykirimini konu alan filmlerde oynamaktan baska. yol yok mu....,negative
"arkadaslar arasinda planlanan bir sakadan ilerleyen çok iyi bir fikir,klasik teen-slasher türünün kliselerine mahkum edilmis yine.baska orijinal bir durum mevcut degil.izlemekten özellikle kaçinmaya da gerek yok,izlemek için çok hevesli olmaya da.yalniz fragmani filmden önce izlememek kaydiyla..",negative
beklentilerim altinda bi film. izlemeyen bisey kaybetmis sayilmaz.. hep tüyleri ürpertecek bisey olucak diye bekliyosunuz ama nafile. kisacasi bu filmi izleyerek 2 saatim bosuna gitti.,negative
cok kotu.kurgusuz ve izlemeye degmicek bi film.,positive
filmin müzigi bile yeter fazla söze gerek yok.,positive
üzgünüm ama kisa ve net olmamis..,negative
filmin ilkide vasatin altinda ve durgun geçiodu buda sahsen iibise beklemyerek izledim zaten sinemaya para wermem bu film için divx olarak izledim.. dedigim gibi filmin ilki neydiki dewamindan i ibise beklicelksin...,negative
akil ve mantigi bi kenara birakirsak oldukça eglenceli bir film....,positive
nicolas cace den beklenmeyen son derece kötü bir film hiç güzel diil parayi sokaga atmaya deymez.,negative
ben ce serinin en kötü filmi olmus.. sahan gökbakardan daha iisini beklemistim.. hüsrana ugradim ilk defa..,negative
bu film nasil olur da birden bu kadar renkli hale gelebilir...bayildim....,positive
ilki çok saçmaydi ama 2. yi sanki milyar dolar hasilat yapmis gibi bekliyor herkes...vampir filminin yüz karasi bence,negative
ben pek korku filmi izlememe ragmen pek sevmedim filmi korkutucu ögeler biraz saçmaydi o kadar iyi degildi film yani filimden çiktiktan sonra aa su sahnede korktm dedigim sahne yok,negative
bu filmi izleyerek bosuna vakit kaybetmeyin derim...hayatimda izledigim en anlamsiz filimlerden biriydi..,negative
gerçekten de siradisi bir film.yönetmenin olaganüstü performansiyla film mükemmel olmus.tabi oyuncularin da usta isimler olmasi filme ayri bir deger katmis..,positive
süper bir filim dersem inanirsiniz diymi zaten kötü diyenleri anlamiyorum aslinda sevmiyordum ama zorlada osa gittim ve birdaha gittim ve bir daha ben e gitmemezlik etmeyin süper bir film herkese ama herkese tavsiye ederim gidin görün.,positive
mükemmel bi film.gercekten su ana kadar izleyip en fezla zevk aldgim filmlerden biri.sürükleyici de.bidaha izlemeyi düsünüyorum ve gidecem.gerci baskalarina göre biraz cocuksu gelebilir ama öyle degil bu film baska....herkese tavsiye ediyorum...yildiz tozu adida muhtesem olmus... .,positive
dehset bi film. bn çok begendm. oyunculuk süper. konu süper. belki bir iki mantik hatasi var ama yine de çok kaliteli bir yapim ben sasen çok begendim. tavsiye ederim. herkes izlesin..,positive
"bana travolta'yi sevdiren film; gerçekten çok iyi oynamis, samuel de öyle. o diyaloglar neydi öyle, 4.-5. izleyisimde bile gülmekten gözümden yas geldi, bu ikili bi alem. senaryo, kurgu, yönetim vs. hakkinda konusmaya gerek görmüyorum. fazla söze gerek yok, 90'li yillarin en iyi filmi..",positive
filmi az önce izledim. avatardan sonra gelen 3d film olmasi ( alice harikalar diyarinda saymazsak) bir kaç gün is yapacak film. gene klasik bir video oyununun sinemaya uyarlamasi olmus.. gof of war !.,negative
"korku ,dram ve iyi efektin oldugu bir film.son derece degisik türden bir karma.ayni zamanda izledikçe bazi bölümlerin de de insanlara mesaj veren bir seneryo gelistirmisler.süper..",positive
"lütfen biri bu adami durdursun, istanbulun yüce fetih filmini cilgin dersaneyi ceken adam yapmasin. eger böyle insanlar yapacaksa fetih filmi hiç olmasin..",negative
olayla bazi yerlerde çok abartilmis gerçegin disina çikilmis. duygu sömürüsüde ön planda. açikçasi ben sikilarak izledim. belki diger arkadaslar begenir ama bence sinemada izlemeye deger bir film degil..,negative
azcik efekt barindiran siradan bi film olmus. izlerken ciddi ciddi sikildim. oyuncular o kadar tutukki. ilk 2 filmi mumla ariyorsunuz. .,negative
"guantanamo yolu emperyalizm denen canavarin ne denli vahsi oldugunu ve terorizm kisvesi altinda insanlarin hayatlarinin nasil söndürüldügünü açikça ortaya seriyor. etkileyici mesajlar içeriyor, izledikten sonra sizde biraktigi hissin adi lanet olsun gibi bi si....",positive
oyunculuklar ve senaryo gerçekten harika ancak gene de abartili buldugum bir film bu kadar cok 10 almis olmasini garipsemisligim var. .,positive
basta klasik korku filmi edasinda ilerleyen bi film. yani ani sahnelerle bi anda irkilme vs... ama ortadan sona dogru biraz hareket var sonu merak ediyosunuz. sonsa gayet iyiydi bence müzik bi harikaydi en azindan,positive
çok iyi bir film bence.basindan sonuna kadar sürükleyici mel gibson'a tebrikler.,positive
gerçekten çok güldüm ama film diye bu rezaleti seyrettigim için kendime güldüm.,negative
etkileyici.izleyin ve görün..,positive
tartismasiz 2006 nin en iyi filmi oldugu gibi son 10 yilin ve hatta gelecek 10 yilinda en iyi filmi oldugunu söylemek istiyorum.nolan bu isi çok iyi biliyor dehasini birkez daha kanitlamis muhtesem bir final sahnesiyle prestijini ortaya koyuyor.tebrikler....,positive
"yasadigimiz gezegende son 450 yil içinde yapilmis en iyi film...testere 1in sonunda agziniz açik kaliyo ya;iste o, bu filmde 4-5 kez basiniza geliyo.inanilmazdi..",positive
alkiss bu 100 defa izledigim filme birkez daha alkis ....,positive
babam ve oglum çok basarili bir yapim oyuncularin performanslari harika çagan irmaga ve tüm ekibe böyle bir film yaptiklari için tesekkür ederim.,positive
"film son 20 dakikaya kadar güzeldi, ne zaman ki büyük karsilasma gerçeklesti film birden komedi filmine döndü sanki. hele nicholas in biçaklama sahnesi. gerçekten sonu çok berbat filmin. son 20 dakikasinda çikacaksaniz filmin izlemeye deger",negative
cok kanli bir film ama korku sevenlerin kacirmamasi gerek ve gercekten cok korkunc.,positive
ilk söyle basliyayim filimi belki aksiyon sahneleri için izleriz diyorsaniz yani onuda mahvetmisler.. öf yazmakan bile üsendim cok köü bir filim.. . sadece michael c. hall gibi bir oyuncunun böyle bir projede ne isi var anlamis degilim..,negative
film bastan sona dökülüyor sanki 1980 de terminatör çekmisler. bir kaç felsefi dokundurma disinda çekici hiçbir sey yok. sözlerde gizli felsefeler iyi..,negative
korku gerilim tarzi filmler seven arkadaslar için gerçekten güzel bir film. uzun zamandir izledigim korku filmleri arasinda bana eski tadi werdi. zaten çok farkli bir konu bulmalarini beklemek anlamsiz bence izleyenleri memnun edecek kaliteye sahip . iyi seyirler.,positive
yorum yazan arkadasimiz strwbrye aynen katiliyorum igrenç ötesi bir film... seyrederken insana sikintidan fenalik veriyor..tavsiye etmiyorum çünkü edilecek hiç bir yani yok...bos bir film....,negative
mükemmel.. .,positive
ilk parçasini izledim acaip sikildim ve biraktim bana ne komik geldi nede romantik diger parçasini da izleseydim ayni seyi düsünürdüm kesinlikle nasil bu puani almis anlamadim ....,negative
ilk kez bu sitede gördüm ve izlemeye karar verdim.tom hanks herzamanki gibi müthis.harika ötesi bi film....,positive
"insanin, liste hazirlayasi geliyor....",positive
2d yi becerdikte bir 3d miz eksikti.sinemada içerikte sinifta kaldik belki teknikte kurtaririz hadi bakalim..,negative
arkadaslar dün bu sitedeki puanlamaya göre filmlere söyle bakiim dedim.hangi filmleri izlemedim diye...filmi aldim ve izledim...filmde o kadar kurgu yapmislar ki insan bazen bir sahneyi iki kez izlemek zorunda kaliyo ve sonuçta tabii ki çok begendim... çok zekice hazirlanmis bir senaryo....,positive
film güzel aslinda ama çok kisa daha iyi bi film yapilabilirdi.bos zaman degerlendirmek için gidilebilir ama sonunuda baglasalardi 10 üzerinden 8 verirdim..,positive
beenmedim..ne 1 ne 2.,negative
film o kadar ama o akdar kötüydü ki anlatamam sürekli içen ve de küfür eden insanlardan baska birsey yoktu filmde. insanlar agzini açiyor küfür ediyor kapatiyor küfür ediyor gidipte zamaninizi bosuna geçirmeyin..,negative
ben bu gece izledim..kurt adam sahneleri muhtesem birçok yerde siçradim oyunculuklara da diyecek hiçbir lafim yok sinemada kesinlikle izlenmesi gereken bir film....,positive
büyük umutlarla izledigim ama hayal kirikligina ugradigim bir film. oldukça sikici tasvip etmiyorum..,negative
tek kelime ile mükemmel.,positive
"ben bu filmi begenmedim.türk sinemasinin usta oyunculari filme agirliklarini koymuslar,oyunculuklarini konusturmuslar.okan bayülgene de diyecek söz yok fakat filmin kurgusunu çok zayif ve garip buldum vasat bir film..",negative
güzel bir film. özellikle robert de niro çok basariliydi,positive
of ya bn bu filme gitmeyi çok istiyodum ama yas siniri oldugu için gidemiyorum böyle bisey olamaz ya.,negative
gercekten esser kendini belli ediyor mukkemmmel hasirlanmis bi yapit tom hanks zaten bnm favorim.,positive
bu filmi begenmeyen hiç bir filmi begenemez...10 üzerinden 10...mükemmel..,positive
arkadaslar bence çok güzel filmdi hiç degilse içinde saçma bir kurgu yoktu donnie darko'dan bin kat daha iyi bence oyuncularda süper oynamis .,positive
"amerikan propagandasi oldugu kadar filmde o kadar kötü amerikalilar kurtarici, iraklilar ise zavalli boyutuna indirgenmis. isgalcilik maskesi olusturmak için havadan oskarlari da vermisler..",negative
bence bu filmi izlemek yerine baska film tercih edin derim.cem yilmaz in isi komedyenlik.onu örünce hep gülecegimiz gelir.duygusal bir film için cem yilmaz seyirci arttirmadan baska bir sey degildir bence.,negative
"western sever olarak iyi not veremeyecegim,. imdb yorum ve notlarina bakarak merakla edindigim film hayal kirikligi... siradan,kötü senaryo,oyunculuklarda eh dedirtiyor... western ciler umutlanmasin... kisacasi notu; .",negative
film i defalarca izlememe ragmen en iyi vampir filmi dir bence degisik kurgusu farkli anlatim sekliyle tam 10 luk film kadro olarak ta çok müthis bir kadro anne rice in diger kitaplarida film olmasi lazim özellikle tom crusie oynadigi lestaa rolü çok güeldi bu rolüde o oynamasi lazim.,positive
izlenmesi gereken bir film çok iyide zeka oyunlari var benim çok hosuma gitti....,negative
"mükemmel!!! ama umarim canim ülkemde bu bok çukurunun içine düsmez, umarim vatanimin da kimyasiyla oynamaya kimse kalkismaz .korkuyorum anlayan anladi.",positive
sana katiliyorum mmb14 . bide bu gibi filmleri sinemada izleyipte bekledigimiz gibi komedi olmadigi zaman verdigimiz paraya ve harcadigimiz zamana yaniyorum..,negative
oynadigi karakterle bu kadar uyumlu olan baska bir aktor yok ...magneto karakteriyle tam uyum içinde .. bence film super olacak.,positive
"basi ve sonu biraz komik özellikle sonu saçma olmus.bekledigim kadar iyi degildi simdi iyice elestirip izlemeyen arkadaslarin hevesini kirmayim ama de niro biraz daha rolu uzun olmaliydi 6,510.",positive
çok güzel bi film.kurgulari konusu oyuncular çok iyi filmin sonuna dogru kendinizi kaptirabilirsiniz.filmden çiktiktan sonra da etkisi üzerinizde kaliyo..,positive
ayrica filmin müzikleri çalarken çok duygulandimyabanci müzisyenle çalisilmis müzisyenin yaban ci oldugunu ögrenince düsündüklerim beni hakli çikardi türkler iyi bir film yapti ama müzikler film kadar güzeldi..,positive
hep ayni hep ayni hep ayni.türüne hiçbir yenilik katamayan zaten çekilmemesi de gereken gereksiz bir film.dakika dakika klise .,negative
jangaga biz yaptik o zamanda böyle film baska kim yapmis felan diyorsun ama abdo dönemlerde alien i çekti izledinmi bilmiyorum ama emin ol biz o kadarini hala yapamadik ....,negative
"beni hayal kirikligina ugratti bu film , hikaye oldukça enteresan ama içi doldurulmamis.",negative
yalnizca ünlü olan ama iyi oyuncu olmayan kisileri kadroya katarak hababam sinif askerde den daha da kötü bi film çikarmislar.4. film çekilir mi bilmiyorum ama çekilmese daha iyi.,negative
"berbat bir film ne kurgu , ne oyunculuk bes para etmez bide sinemasina gidiyo millet para veriyo bu filmi gördükten sonra daha türk filmi izleyesim gelmiyor önyargili yapio recep ivedik filmleri beni.",negative
kapkaranlik sikici sonlara dogru komedi bos bi film elrond a yakismamis 4 puan film tek güzel yani basrolde oynayan kadin oyuncu,negative
çok kötüüüüüüüüüüüüüüüüüüüüüüüüüü offfff berbatti bu yönetmen bu filmi böyle çekmeden önce 1 kere daha düsünmeliydi kesinlikle hos degildi.,negative
severek izledigim filmlerden birtanesiydi..,positive
"simdiye kadar seyrettigim en guzel turk filmiydi. bogazinizda bir dugum, gozleriniz dolu dolu ve bazende yuzunuzde tebessum. mutlaka zaman ayirin ve seyredin..",positive
"arkadaslar bu filmi mutlaka görmelisiniz,eger gerçekten gerilmek istiyorsanizsahsen ben bazi sahnelerde nefes alamadigimi hissettim !! görülmesi gereken nadir filmlerden ii seyirler !!.",positive
kötü bir film .,negative
güzel film olmus. izlenmeli...,positive
"fantastik dünyanin kapilarini aralayan, ilkine göre çok daha fazla yetiskinlere hitap ediyor,güzel geçirilebilecek 2.5 saat için tavsiye edilebilir.",positive
bence kötü bi filmdi.çok eksiklikleri var.film zaman zaman bosluga düsüyor.bence olmamis..,negative
olaganüstü tek kelimeyle bir basyapit....,positive
"korku filmi demek vahset ve "" kan görüntüleri demek olmadigini "" bu filmde bir kez daha görmüs oldum.. yanliz filmin sonu güzel olmamis. daha güzel bi sonla baglayabilirlermis...",positive
sinemaya sadece vakit geçirme amaçli giderseniz eglenebilirsiniz ? ancak çok sey beklemeyin hüsrana ugrayabilirsiniz..,negative
"iran, islam ve dogu kültürünün asagilanmasinin bariz örnekleri. batinin islama bakisini da görmek mümkün... ben films çok önyargili gördüm.. ayrica komunistler de övülüyor filmde....",negative
aylardir gösterime girsin diye bekliyordum. tek kelimeyle mükemmel bir film. konusu oyunculari muhtesem. kesinlikle izlemek gerek....,positive
filmmi begendim ama christopher nolan nin memento filmmini daha çok begenmistim su anda sinemada izlene bilecek en iyi film diye bilirim .  iyi seyirler.,positive
anthony hopkins tipki hannibal lecter karakteri gibi yine dehasiyla izleyiciyi etkilemeyi basariyor. gerçekten zeka ürünü bir öykü. çok begendim.,positive
bence hem komik hemde hüzünlü bir film.,positive
bu filmden korkan arkadaslara 2004 tayland yapimi shutter adli filmi öneririm. yanlislikla 2008 abd yapimini izlemeyin sakin. abd yapimi olan da bu paranormal kadar dandik..,negative
harika bi filmdi..filmde kullanilan müzikler..oyunculuk... . the music is all around us all you have to do is..listen.,positive
yaklasik bir hafta evvel seyrettim. harika. jet li asmis kendini. klasik olmaktan çikmis. özgün bir film var karsinizda.,positive
arkadaslar sanki tomun çevirdigi bir tane kötü film söyleyin.yaaa.adam çeviriyor beeeee.bu filmde de vampir rolündee..süüper yakismis vampirlik..vaalla izlemeyen büyük bir hata yapiyor...,positive
"belki de tam arastiramadan gittigim için belgesel-film arasi oldugunu anlayinca cok büyük bir hayal kirikligina ugradim.film izlemek için niyet etmistik oysa. o yönden düsünmezsek düsündürücü bir yapim;ama bana bilmedigim bir seyden bahsetmedi.bu yüzden sikildim,zaman kaybettim...",negative
gerçekten çok basarili bi film olmusss.tebrikler..izlerken sikilmayacaginiz derecede sonu harika biten bi filmm..mutlaka izlenmesi gereken bir film benceee.,positive
tek kelimeyle süperdi bayildim sonu çok duygusaldi müzikler efektler performanslar kurgu kostüler ve tasarimlar çok iyidi mutlaka izlenmesi gereken bir film...peter de çok yakisikliydi ve çok tatliydi canimm....,positive
sinema tarihinin gelmis geçmis en büyük en büyük bes basyapitindan biri ve en iyi tarihi filmi.defalarca defalarca segredilen ve herseferindede etkileyiciliginden ve büyüleyiciliginden hiçbirsey kaybetmeyen kusursuz bir yapit..,positive
john malkovichin oynadigi virus cyrus karakteri için bile izlenebilecek  alabilecek film....,positive
"hayatimda seyrettigim en kotu filmdi, dunyayi kurtaran adamin oglu filminden 983248932 daha kotu 1 film kesinlikle seyretmeyin..",negative
"gerçekten son zamanlarda izledigim en iyi filmdi diyebilirim müzikler konusunda diyecek bisey bulamiyorum,zaten filmin etkisinden kurtulamadan film müziklerini nerden temin edebilirim diye arastirmaya basliyorsunuz kesinlikle tavsiye ederim ailece izlenebilecek mükemmel bir film.",positive
rezalet.,negative
bu tur filmlere bayilirim yani dunyadaki herkes viruslu tek sen sagliklisin istedigin het seyi yapabiliyorsun.ben begendim.izleyin derim.,positive
son zamanda güldügüm ve gerçekten eglendigim mükemmel bir film. zaman kaybi falan hiç degil. ve kesinlikle sizi kahkahalara bogacak kadar güldürmeyi basariyor. kesinlikle tavsiye ediyorum,positive
"filmle ilgili akilda kalabilecek hiç bir sey yok , tam bir zaman kaybi.",negative
güzel bir film...etkileyici..,positive
çok çok çok kötü bir film.insani çok sikiyo ve bu yüzden bitmek bilmiyor.yani ayni sahneleri biraz degistirerek çekip çekip durmuslar oyunculara yazik.,negative
bu filmde gerçekten bir kere daha tom hanks hayrani oldum tek kelime ile mükemmel bir film izlemeyen çok sey kaçirir kesinlikle izleyin.,positive
felaket bir film. tam bir felaket filmi. eger sinirlerinizin bozulmasini istemiyorsaniz sakin bu filmi izlemeyin. en nefret ettigim film diyebilirim. hele o can sikici müzik kulagimdan 1 hafta boyunca gitmedi.! tam bir kabus. .,negative
hiç gerçekçi degil ve çok fazla ergen filmi olarak kalmis bir film.,negative
"filmi simdi izledim, o ne biçim bir son ya resmen afalladim. ama genede süper bir film bos vaktinizde izlenebilinecek türden.",positive
"vasatin üzerine çikamayan bisit ve sirdan bir film.bir hollywood klisesi.baska birsey degil.izlemek - izlememek size kalmis.bana kalirsa izlemeyin derim.çünkü hiç bir ilgi çekici yani yok.basit bir senaryo,sirdan çekimler.ne insanin gönlüne,nede gözlerine hitap ediyor.5,.",negative
"ne erotik ne komedi... gereksiz, vakit kaybi. selcuk yontem bole bi filmde oynayip kalitesini düsürmemeliydi bence.. 2*10.",negative
beyenmedim..bekledigim gibi degildi yaklasik 2 saat boyunca sikintidan patladim..,negative
"sakin para veripte izlemeye kalkmayin, tamamen vakit kaybi ve çok seviyesiz bir film. 10 üzerinde 1... o da 0 vermek mümkün olmadigi için..",negative
izledigim en iyi türk filmi. agladigim nadir filmlerden. izlemeyen için büyük bi kayip hemen gitsin vcd dvdsini alsin izlesin..,positive
"forrest gump gerçekten etkileyici bir senaryoya sahipti..yine de bu filme dair bi kinim var;en azindan o yil ki ödüllerden birini ""shawshank redemption""a birakabilirdi (:.",positive
gugli gugli gugli go away! tanrim!.,positive
çok saçma senaryolar gördüm ama bu kadarina pes......,negative
ilk defa bir film için yanildim. burada ki yorumlari okuyunca wow uzun zaman sonra yine korkucam dedim. ama korkunun k si olmadi. germedi bile. yorumlar beni çokyaniltti çok. izlemeyin. vakit kaybi..,negative
saçma sapan bir konu ile saçma sapan ayrinticiklar...filmi es geçin ve oturup televizyon izleyin!baska denecek birsey var mi bilmiyorum....,negative
"bu filmi ilk duydugumda bu filme giderim dedim hislerim yaniltmadi,. hem agladim hem güldüm film bittikten sonra sokak ortasinda da aglicaktim deli diceklerdi nerdeyse.... ve emegi geçenlere tesekkürler. herkese siddetle tavsiye ederim....",positive
bence gayet güzel ve emeklerin karsiligi tam anlamiyla alinmis bir film.tiyatro oyuncularinin neler yapabildigine tekrardan sahit oldugum hem gülüp hem aglayabildiginiz ender ama harika olan bu film son zamanlardaki türk sinemasinin en önemli yapitlarindan biri olacagina eminim....,positive
güzel bir film fazla konusma yok alt yazi olmadanda izler anlarsin fazla konusma yok,positive
"olasiliklari anlatan, bunu yaparken de insani yoran bir film olmus bence...prodüksüyon olarak çok güzel, seyrettiginiz sahneler çok kaliteli ama konuyu anlataya çalisma sekli çok yorucu ve gereksiz bence",negative
"gerçekten aski bu kadar iyi anlatan ve hissettiren bir film daha izlememistim.. kesinlikle izlenmeli, muhtesem!!.",positive
hayata forestin gözlerinden bakabilmek gerek bi kere de olsa....,positive
tek kelimeyle mükemmel zaten eli roth gelecegin çok önemli yönetmenlerinden biri e tarantinonun eli de deyince çok saglam.,positive
"güzeldi,gerçi basta anlasiliyo filmin sonu ama yinede sikilmadan izlenebilecek bir film olmus..",positive
1 puan fazla gelir bu filme. film bitsede ciksam salondan diye sürekli saate baktim. bi kere filmi nasil çekmisler öle.. sürekli kamera sallaniyor bise göremioz. bos film izlerseniz vaktinizi bosa harcamis olursunuz.,negative
bnce kesinlikle bi ''basyapit !!!'' (:. ben de herkes izlemeli die dusunenlerdenim;zira su ana kadar yapilan hiç bi filme benzemio bnce;basli basina ayri bi kategori durumunda !!!,positive
"kesinlikle iyi degil. jason statham cepten yiyor, benden söylemesi. kötü tercihler yapmaya basladi..",negative
"sakin gitmeyin, igrenç bir film. kutsal damacana filminin komedi olmayani. bi ara muratgilin damindan sarkisi söylemeye baslayacak zannetim. verdi kutsali verdi kutsali..",negative
kesinlikle berbat bir filmdi. 'sonu gelse' dedim tüm film boyunca. zaman doldurmak için bile izlenebilecek bir film degil bence....,negative
tek kelimeyle harika bir film tom hanks rolünün hakkini vermis dorusu.,positive
"mutlaka izlenmesi gereken bir film, müzigi ruhunuzda hissettiriyor, oyunculuklarda süper, sonuç olarak film hem kendini izlettiriyor hemde dinlettiriyor..",positive
